f1_avg_bitrate,f2_avg_bitrate,diff_avg_bitrate,jaccard_unique_artists,jaccard_unique_albums,f1_generic_filename_score,f2_generic_filename_score,diff_generic_filename_score,f1_generic_title_score,f2_generic_title_score,diff_generic_title_score,f1_avg_duration,f2_avg_duration,diff_avg_duration,f1_std_duration,f2_std_duration,diff_std_duration,f1_min_duration,f2_min_duration,diff_min_duration,f1_max_duration,f2_max_duration,diff_max_duration,f1_total_duration,f2_total_duration,diff_total_duration,ratio_total_duration,f1_std_bitrate,f2_std_bitrate,diff_std_bitrate,f1_min_bitrate,f2_min_bitrate,diff_min_bitrate,f1_max_bitrate,f2_max_bitrate,diff_max_bitrate,f1_avg_other_file_size_bytes,f2_avg_other_file_size_bytes,diff_avg_other_file_size_bytes,f1_total_other_file_size_bytes,f2_total_other_file_size_bytes,diff_total_other_file_size_bytes,ratio_total_other_file_size_bytes,f1_parent_folder_name_len,f2_parent_folder_name_len,diff_parent_folder_name_len,parent_folder_names_match,jaccard_parent_folder_names,f1_quality_score,f2_quality_score,diff_quality_score,f1_hebrew_metadata_ratio,f2_hebrew_metadata_ratio,diff_hebrew_metadata_ratio,f1_metadata_completeness_ratio,f2_metadata_completeness_ratio,diff_metadata_completeness_ratio,f1_lossless_ratio,f2_lossless_ratio,diff_lossless_ratio,f1_lyrics_ratio,f2_lyrics_ratio,diff_lyrics_ratio,f1_num_other_files,f2_num_other_files,diff_num_other_files,ratio_num_other_files,jaccard_other_file_names,other_files_common_hash_ratio,other_files_common_avg_size_similarity,comp_file_hash_similarity,comp_file_size_similarity,comp_filename_similarity,comp_title_similarity,comp_album_similarity,comp_artist_similarity,comp_albumartist_similarity,comp_folder_name_similarity,comp_album_art_hash_similarity,comp_duration_similarity,comp_other_files_similarity,comp_avg_add_meta_similarity,comp_count_high_add_meta_similarity,comp_add_meta_sim_length,comp_add_meta_sim_date,comp_add_meta_sim_tracknumber,comp_add_meta_sim_genre,comp_add_meta_sim_media,comp_add_meta_sim_composer,comp_add_meta_sim_encodedby,comp_add_meta_sim_discnumber,comp_add_meta_sim_organization,comp_add_meta_sim_grouping,comp_add_meta_sim_bpm,comp_add_meta_sim_copyright,comp_add_meta_sim_barcode,comp_add_meta_sim_conductor,comp_add_meta_sim_website,comp_add_meta_sim_version,comp_add_meta_sim_compilation,comp_add_meta_sim_titlesort,comp_add_meta_sim_albumsort,comp_add_meta_sim_lyricist,comp_add_meta_sim_isrc,comp_add_meta_sim_author,comp_add_meta_sim_originaldate,target_label,label_source,folder1_path_id,folder2_path_id
128.0,96.0,32.0,0.0,0.0,0.41159341190441656,0.2947316048467637,0.11686180705765287,0.2151410799539142,0.2947316048467637,0.07959052489284948,279.59182386363636,341.21846969696975,61.626645833333384,72.62026443750312,52.55370533839204,20.066559099111082,184.8765625,264.19758333333334,79.32102083333334,437.4284375,461.68333333333334,24.254895833333364,3075.5100625,3753.403166666667,677.893104166667,0.8193924089511833,0.0,0.0,0.0,128.0,96.0,32.0,128.0,96.0,32.0,,,,,,,,10,10,0,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.7267404060050441,0.4656210005676586,0.20687883823966005,0.41666666666666663,0.19999999999999993,0.0,0.41379310344827597,0.0,0.4778919716198173,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,D:\זמרים שונים\גדעון לוין\07 - הטובים שבטובים,F:\שמע\מסודר מחדש\מקהלות ותזמורות\מקהלות ילדים\פרחי שלהבת\כתר שם טוב
128.0,128.0,0.0,0.0,0.0,0.20869212658686342,0.34576692641916457,0.13707479983230114,0.20869212658686342,0.3481972877596905,0.13950516117282707,343.7366420454546,313.05702272727274,30.679619318181835,67.57454312311967,62.227237754806644,5.347305368313023,265.751625,238.1140625,27.6375625,487.27,435.2601875,52.00981250000001,3781.1030625000003,3443.62725,337.4758125000003,0.9107467300092933,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,5,6,1,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.7309948825111147,0.5761935647173554,0.4069135542819753,0.18181818181818174,0.19999999999999993,0.0,0.18181818181818177,0.0,0.5471082170466208,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,D:\אוסף אייזנטל\להקות\שלווה\שבת,F:\שמע\מסודר מחדש\מוזיקה חסידית\האחים ברונר\חסידיש\חסידיש 2
128.0,80.0,48.0,0.0,0.0,0.29944177639762504,0.30826775639155063,0.008825979993925592,0.29944177639762504,0.30826775639155063,0.008825979993925592,320.74094375,321.64024,0.8992962500000203,51.342705683091026,51.46080577952895,0.11810009643792085,217.99475,218.6577,0.662949999999995,404.7846875,405.8773,1.092612499999973,3207.4094375,3216.4024,8.992962499999976,0.9972040306586016,0.0,0.0,0.0,128.0,80.0,48.0,128.0,80.0,48.0,396.0,,,792.0,,,,10,16,6,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,,,0.0,0.39575058043538497,0.4990748052674254,0.14231317190907986,0.7999999999999999,0.35714285714285715,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,gemini_cached,D:\אוסף אייזנטל\פרחי\ישיבה בויז\שבחי,F:\שמע\מסודר מחדש\מקהלות ותזמורות\מקהלות ילדים\פרחי בני הישיבות\שבחי
128.0,128.0,0.0,0.0,0.0,0.3546310299999161,0.37235846078974827,0.017727430789832188,0.3546310299999161,0.37235846078974827,0.017727430789832188,293.16359090909094,369.58124999999995,76.41765909090901,48.72150015732801,93.21915457416472,44.49765441683671,230.7736875,190.179375,40.5943125,406.551625,518.4601875,111.90856249999996,3224.7995000000005,4065.3937499999997,840.5942499999992,0.7932317749049526,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,10,9,1,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.5960396572540348,0.5835495315758473,0.44890956140590244,0.3,0.2105263157894737,0.0,0.30000000000000004,0.0,0.2857726696159034,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\מסודר מחדש\מוזיקה חסידית\מיכאל סורה\אשירה לה,F:\שמע\מסודר מחדש\מוזיקה מזרחית\דודו דרעי\זמן הגאולה 2
128.0,128.0,0.0,1.0,0.0,0.3353196640470714,0.32717293737968245,0.00814672666738897,0.3353196640470714,0.32717293737968245,0.00814672666738897,367.88803977272727,402.73302840909093,34.84498863636367,117.36358990282608,139.60935999458476,22.245770091758686,211.2863125,214.2904375,3.0041249999999877,629.8201875,671.0153125,41.195125000000075,4046.7684375,4430.0633125,383.2948750000005,0.913478691395113,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,19,14,5,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.4990781563423937,0.5852120516770186,0.436868771152108,0.2926829268292684,1.0,0.0,0.30000000000000004,0.0,0.15010648211902342,1.0,0.5909090909090909,1.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\מסודר מחדש\חסידויות\בעלזא\מזמור שיר ליום השבת\מזמור שיר ליום השבת ח''א,F:\שמע\מסודר מחדש\חסידויות\בעלזא\שבת טיש בבעלזא\שבת טיש בבעלזא 3
128.0,128.0,0.0,0.0,0.0,0.3660371928167056,0.39490112544667905,0.028863932629973443,0.3660371928167056,0.39490112544667905,0.028863932629973443,308.2412638888889,302.8629583333333,5.378305555555585,101.69534010258552,57.80401353617028,43.89132656641524,131.665125,228.6839375,97.01881250000002,525.3043125,434.4504375,90.85387500000002,2774.1713750000004,2725.7666249999997,48.404750000000604,0.9825516367026891,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,9,3,6,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.6778054612958904,0.5973316912972085,0.4575650686761798,0.34782608695652173,0.38095238095238093,0.0,0.43478260869565216,0.0,0.5865422821518933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\כל המוזיקה\אברהם פריד\מעגל השנה\מעגל השנה 2,F:\שמע\מסודר מחדש\מוזיקה חסידית\שמואל ברזיל\רגש\רגש 07-שבת 2
128.0,128.0,0.0,0.0,0.0,0.34701971382728225,0.36419606236764224,0.017176348540359987,0.2770535516021039,0.36419606236764224,0.08714251076553836,280.96933333333334,265.02024375,15.949089583333318,59.231183994019005,57.91697477050696,1.3142092235120444,200.09333333333333,178.5810625,21.512270833333332,411.58666666666664,361.5949375,49.99172916666663,2809.693333333333,2650.2024375,159.49089583333307,0.943235479138886,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,12,9,3,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.7610972090961906,0.5758683885489839,0.18547562459327166,0.34482758620689663,0.3333333333333334,0.3333333333333334,0.3448275862068966,0.0,0.6640965911950951,1.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,D:\חדשים כסליו\בעלזא\ר' ירמיה דמן\עתיקא קדישא 2,F:\שמע\כל המוזיקה\צליל וזמר\נעימות צליל וזמר
128.0,320.0,192.0,0.0,0.0,0.3349666171511641,0.23691372423735468,0.09805289291380942,0.3349666171511641,0.24184021029000172,0.09312640686116239,150.8107775,97.320936,53.4898415,33.17315416756956,24.73196147876476,8.441192688804797,94.597375,62.2227,32.374674999999996,245.8724375,141.3057,104.56673749999999,3770.2694375,2433.0234,1337.2460375,0.6453181769452784,0.0,0.0,0.0,128.0,320.0,192.0,128.0,320.0,192.0,,440516.0,,,440516.0,,,12,10,2,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,,,0.0,0.3455830451450073,0.5595760006721026,0.20768055242345188,0.7741935483870965,0.36363636363636354,0.36363636363636354,0.6857142857142857,0.0,0.19366028949916697,0.0,0.64,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\כל המוזיקה\שלוימי דאסקל\1 פרויקט רילקס,F:\שמע\כל המוזיקה\שמחה ליינר\פרוייקט רילקס הישראלי
128.0,128.0,0.0,0.0,0.0,0.301382259715593,0.3595312066757304,0.05814894696013739,0.301382259715593,0.3595312066757304,0.05814894696013739,312.44295625,333.16601249999997,20.723056249999956,51.94695690887221,68.91587904379331,16.9689221349211,225.284125,239.9245625,14.640437500000019,386.4806875,485.971875,99.49118750000002,3124.4295625,3331.660125,207.2305624999999,0.9377996089862258,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,9,9,0,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.6317653872677861,0.6654303821470722,0.5183842535696757,0.5454545454545453,0.42105263157894735,0.0,0.5454545454545454,0.0,0.29827927683662103,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\מסודר מחדש\מוזיקה חסידית\מנדי וולד\אחד,F:\שמע\מסודר מחדש\מוזיקה חסידית\שלומי דקס\כאיש אחד
128.0,128.0,0.0,0.0,0.0,0.3422403422362143,0.31556522635328327,0.026675115882931033,0.3422403422362143,0.31556522635328327,0.026675115882931033,252.45793125,238.27344374999998,14.184487500000017,23.853752529893118,57.42324899689102,33.569496466997904,224.2169375,163.299375,60.9175625,303.10675,364.75575,61.649,2524.5793125,2382.7344375,141.84487500000023,0.9438144508680394,0.0,0.0,0.0,128.0,128.0,0.0,128.0,128.0,0.0,,,,,,,,13,13,0,0.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,,,0.0,0.6685149513538472,0.5853885407716217,0.4338456852819486,0.35294117647058826,0.3846153846153846,0.0,0.3529411764705882,0.0,0.3883267110027446,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,easy_negative_cached,F:\שמע\מסודר מחדש\מוזיקה אלטרנטיבית\מיקי רוזנבאום\זה היום,F:\שמע\מסודר מחדש\מוזיקה חסידית\מרטין דוידסון\אהבה ואחוה
